HMDB	KEGG	LipidMaps	compoundName_HMDB	compoundName_LipidMaps
HMDB0075565			CL(i-13:0/a-25:0/a-25:0/a-17:0)[rac]	
HMDB0075566			CL(i-13:0/a-25:0/a-25:0/i-17:0)[rac]	
HMDB0075567			CL(a-13:0/a-25:0/a-25:0/18:2(9Z,11Z))[rac]	
HMDB0075568			CL(a-13:0/a-25:0/a-25:0/i-18:0)[rac]	
HMDB0075569			CL(i-13:0/a-25:0/a-25:0/18:2(9Z,11Z))[rac]	
HMDB0075570			CL(i-13:0/a-25:0/a-25:0/i-18:0)[rac]	
HMDB0075571			CL(a-13:0/a-25:0/a-25:0/i-19:0)[rac]	
HMDB0075572			CL(i-13:0/a-25:0/a-25:0/i-19:0)[rac]	
HMDB0075573			CL(a-13:0/a-25:0/a-25:0/i-20:0)[rac]	
HMDB0075574			CL(i-13:0/a-25:0/a-25:0/i-20:0)[rac]	
HMDB0075575			CL(a-13:0/a-25:0/a-25:0/a-21:0)[rac]	
HMDB0075576			CL(a-13:0/a-25:0/a-25:0/i-21:0)[rac]	
HMDB0075577			CL(i-13:0/a-25:0/a-25:0/a-21:0)[rac]	
HMDB0075578			CL(i-13:0/a-25:0/a-25:0/i-21:0)[rac]	
HMDB0075579			CL(a-13:0/a-25:0/a-25:0/i-22:0)[rac]	
HMDB0075580			CL(i-13:0/a-25:0/a-25:0/i-22:0)[rac]	
HMDB0075581			CL(a-13:0/a-25:0/a-25:0/i-24:0)[rac]	
HMDB0075582			CL(i-13:0/a-25:0/a-25:0/i-24:0)[rac]	
HMDB0075583			CL(a-13:0/a-25:0/a-25:0/a-25:0)[rac]	
HMDB0075584			CL(i-13:0/a-25:0/a-25:0/a-25:0)[rac]	
HMDB0075585			CL(i-14:0/i-12:0/i-12:0/i-12:0)	
HMDB0075586			CL(i-14:0/i-12:0/i-12:0/i-13:0)	
HMDB0075587			CL(i-14:0/i-12:0/i-12:0/a-13:0)[rac]	
HMDB0075588			CL(i-14:0/i-12:0/i-12:0/i-14:0)	
HMDB0075589			CL(i-14:0/i-12:0/i-12:0/i-15:0)	
HMDB0075590			CL(i-14:0/i-12:0/i-12:0/a-15:0)[rac]	
HMDB0075591			CL(i-14:0/i-12:0/i-12:0/i-16:0)	
HMDB0075592			CL(i-14:0/i-12:0/i-12:0/i-17:0)	
HMDB0075593			CL(i-14:0/i-12:0/i-12:0/a-17:0)[rac]	
HMDB0075594			CL(i-14:0/i-12:0/i-12:0/18:2(9Z,11Z))	
HMDB0075595			CL(i-14:0/i-12:0/i-12:0/i-18:0)	
HMDB0075596			CL(i-14:0/i-12:0/i-12:0/i-19:0)	
HMDB0075597			CL(i-14:0/i-12:0/i-12:0/i-20:0)	
HMDB0075598			CL(i-14:0/i-12:0/i-12:0/i-21:0)	
HMDB0075599			CL(i-14:0/i-12:0/i-12:0/a-21:0)[rac]	
HMDB0075600			CL(i-14:0/i-12:0/i-12:0/i-22:0)	
HMDB0075601			CL(i-14:0/i-12:0/i-12:0/i-24:0)	
HMDB0075602			CL(i-14:0/i-12:0/i-12:0/a-25:0)[rac]	
HMDB0075603			CL(i-14:0/i-12:0/i-13:0/i-12:0)	
HMDB0075604			CL(i-14:0/i-12:0/a-13:0/i-12:0)[rac]	
HMDB0075605			CL(i-14:0/i-12:0/i-13:0/i-13:0)	
HMDB0075606			CL(i-14:0/i-12:0/a-13:0/i-13:0)[rac]	
HMDB0075607			CL(i-14:0/i-12:0/a-13:0/a-13:0)[rac]	
HMDB0075608			CL(i-14:0/i-12:0/i-13:0/a-13:0)[rac]	
HMDB0075609			CL(i-14:0/i-12:0/i-13:0/i-14:0)	
HMDB0075610			CL(i-14:0/i-12:0/a-13:0/i-14:0)[rac]	
HMDB0075611			CL(i-14:0/i-12:0/i-13:0/i-15:0)	
HMDB0075612			CL(i-14:0/i-12:0/a-13:0/i-15:0)[rac]	
HMDB0075613			CL(i-14:0/i-12:0/a-13:0/a-15:0)[rac]	
HMDB0075614			CL(i-14:0/i-12:0/i-13:0/a-15:0)[rac]	
HMDB0075615			CL(i-14:0/i-12:0/i-13:0/i-16:0)	
HMDB0075616			CL(i-14:0/i-12:0/a-13:0/i-16:0)[rac]	
HMDB0075617			CL(i-14:0/i-12:0/i-13:0/i-17:0)	
HMDB0075618			CL(i-14:0/i-12:0/a-13:0/i-17:0)[rac]	
HMDB0075619			CL(i-14:0/i-12:0/a-13:0/a-17:0)[rac]	
HMDB0075620			CL(i-14:0/i-12:0/i-13:0/a-17:0)[rac]	
HMDB0075621			CL(i-14:0/i-12:0/i-13:0/18:2(9Z,11Z))	
HMDB0075622			CL(i-14:0/i-12:0/i-13:0/i-18:0)	
HMDB0075623			CL(i-14:0/i-12:0/a-13:0/i-18:0)[rac]	
HMDB0075624			CL(i-14:0/i-12:0/a-13:0/18:2(9Z,11Z))[rac]	
HMDB0075625			CL(i-14:0/i-12:0/i-13:0/i-19:0)	
HMDB0075626			CL(i-14:0/i-12:0/a-13:0/i-19:0)[rac]	
HMDB0075627			CL(i-14:0/i-12:0/i-13:0/i-20:0)	
HMDB0075628			CL(i-14:0/i-12:0/a-13:0/i-20:0)[rac]	
HMDB0075629			CL(i-14:0/i-12:0/i-13:0/i-21:0)	
HMDB0075630			CL(i-14:0/i-12:0/a-13:0/i-21:0)[rac]	
HMDB0075631			CL(i-14:0/i-12:0/a-13:0/a-21:0)[rac]	
HMDB0075632			CL(i-14:0/i-12:0/i-13:0/a-21:0)[rac]	
HMDB0075633			CL(i-14:0/i-12:0/i-13:0/i-22:0)	
HMDB0075634			CL(i-14:0/i-12:0/a-13:0/i-22:0)[rac]	
HMDB0075635			CL(i-14:0/i-12:0/i-13:0/i-24:0)	
HMDB0075636			CL(i-14:0/i-12:0/a-13:0/i-24:0)[rac]	
HMDB0075637			CL(i-14:0/i-12:0/a-13:0/a-25:0)[rac]	
HMDB0075638			CL(i-14:0/i-12:0/i-13:0/a-25:0)[rac]	
HMDB0075639			CL(i-14:0/i-12:0/i-14:0/i-12:0)	
HMDB0075640			CL(i-14:0/i-12:0/i-14:0/i-13:0)	
HMDB0075641			CL(i-14:0/i-12:0/i-14:0/a-13:0)[rac]	
HMDB0075642			CL(i-14:0/i-12:0/i-14:0/i-14:0)	
HMDB0075643			CL(i-14:0/i-12:0/i-14:0/i-15:0)	
HMDB0075644			CL(i-14:0/i-12:0/i-14:0/a-15:0)[rac]	
HMDB0075645			CL(i-14:0/i-12:0/i-14:0/i-16:0)	
HMDB0075646			CL(i-14:0/i-12:0/i-14:0/i-17:0)	
HMDB0075647			CL(i-14:0/i-12:0/i-14:0/a-17:0)[rac]	
HMDB0075648			CL(i-14:0/i-12:0/i-14:0/18:2(9Z,11Z))	
HMDB0075649			CL(i-14:0/i-12:0/i-14:0/i-18:0)	
HMDB0075650			CL(i-14:0/i-12:0/i-14:0/i-19:0)	
HMDB0075651			CL(i-14:0/i-12:0/i-14:0/i-20:0)	
HMDB0075652			CL(i-14:0/i-12:0/i-14:0/i-21:0)	
HMDB0075653			CL(i-14:0/i-12:0/i-14:0/a-21:0)[rac]	
HMDB0075654			CL(i-14:0/i-12:0/i-14:0/i-22:0)	
HMDB0075655			CL(i-14:0/i-12:0/i-14:0/i-24:0)	
HMDB0075656			CL(i-14:0/i-12:0/i-14:0/a-25:0)[rac]	
HMDB0075657			CL(i-14:0/i-12:0/i-15:0/i-12:0)	
HMDB0075658			CL(i-14:0/i-12:0/a-15:0/i-12:0)[rac]	
HMDB0075659			CL(i-14:0/i-12:0/i-15:0/i-13:0)	
HMDB0075660			CL(i-14:0/i-12:0/a-15:0/i-13:0)[rac]	
HMDB0075661			CL(i-14:0/i-12:0/a-15:0/a-13:0)[rac]	
HMDB0075662			CL(i-14:0/i-12:0/i-15:0/a-13:0)[rac]	
HMDB0075663			CL(i-14:0/i-12:0/i-15:0/i-14:0)	
HMDB0075664			CL(i-14:0/i-12:0/a-15:0/i-14:0)[rac]	
HMDB0075665			CL(i-14:0/i-12:0/i-15:0/i-15:0)	
HMDB0075666			CL(i-14:0/i-12:0/a-15:0/i-15:0)[rac]	
HMDB0075667			CL(i-14:0/i-12:0/a-15:0/a-15:0)[rac]	
HMDB0075668			CL(i-14:0/i-12:0/i-15:0/i-16:0)	
HMDB0075669			CL(i-14:0/i-12:0/a-15:0/i-16:0)[rac]	
HMDB0075670			CL(i-14:0/i-12:0/i-15:0/i-17:0)	
HMDB0075671			CL(i-14:0/i-12:0/a-15:0/i-17:0)[rac]	
HMDB0075672			CL(i-14:0/i-12:0/a-15:0/a-17:0)[rac]	
HMDB0075673			CL(i-14:0/i-12:0/i-15:0/a-17:0)[rac]	
HMDB0075674			CL(i-14:0/i-12:0/i-15:0/18:2(9Z,11Z))	
HMDB0075675			CL(i-14:0/i-12:0/i-15:0/i-18:0)	
HMDB0075676			CL(i-14:0/i-12:0/a-15:0/i-18:0)[rac]	
HMDB0075677			CL(i-14:0/i-12:0/a-15:0/18:2(9Z,11Z))[rac]	
HMDB0075678			CL(i-14:0/i-12:0/i-15:0/i-19:0)	
HMDB0075679			CL(i-14:0/i-12:0/a-15:0/i-19:0)[rac]	
HMDB0075680			CL(i-14:0/i-12:0/i-15:0/i-20:0)	
HMDB0075681			CL(i-14:0/i-12:0/a-15:0/i-20:0)[rac]	
HMDB0075682			CL(i-14:0/i-12:0/i-15:0/i-21:0)	
HMDB0075683			CL(i-14:0/i-12:0/a-15:0/i-21:0)[rac]	
HMDB0075684			CL(i-14:0/i-12:0/a-15:0/a-21:0)[rac]	
HMDB0075685			CL(i-14:0/i-12:0/i-15:0/a-21:0)[rac]	
HMDB0075686			CL(i-14:0/i-12:0/i-15:0/i-22:0)	
HMDB0075687			CL(i-14:0/i-12:0/a-15:0/i-22:0)[rac]	
HMDB0075688			CL(i-14:0/i-12:0/i-15:0/i-24:0)	
HMDB0075689			CL(i-14:0/i-12:0/a-15:0/i-24:0)[rac]	
HMDB0075690			CL(i-14:0/i-12:0/a-15:0/a-25:0)[rac]	
HMDB0075691			CL(i-14:0/i-12:0/i-15:0/a-25:0)[rac]	
HMDB0075692			CL(i-14:0/i-12:0/i-16:0/i-12:0)	
HMDB0075693			CL(i-14:0/i-12:0/i-16:0/i-13:0)	
HMDB0075694			CL(i-14:0/i-12:0/i-16:0/a-13:0)[rac]	
HMDB0075695			CL(i-14:0/i-12:0/i-16:0/i-14:0)	
HMDB0075696			CL(i-14:0/i-12:0/i-16:0/i-15:0)	
HMDB0075697			CL(i-14:0/i-12:0/i-16:0/a-15:0)[rac]	
HMDB0075698			CL(i-14:0/i-12:0/i-16:0/i-16:0)	
HMDB0075699			CL(i-14:0/i-12:0/i-16:0/i-17:0)	
HMDB0075700			CL(i-14:0/i-12:0/i-16:0/a-17:0)[rac]	
HMDB0075701			CL(i-14:0/i-12:0/i-16:0/18:2(9Z,11Z))	
HMDB0075702			CL(i-14:0/i-12:0/i-16:0/i-18:0)	
HMDB0075703			CL(i-14:0/i-12:0/i-16:0/i-19:0)	
HMDB0075704			CL(i-14:0/i-12:0/i-16:0/i-20:0)	
HMDB0075705			CL(i-14:0/i-12:0/i-16:0/i-21:0)	
HMDB0075706			CL(i-14:0/i-12:0/i-16:0/a-21:0)[rac]	
HMDB0075707			CL(i-14:0/i-12:0/i-16:0/i-22:0)	
HMDB0075708			CL(i-14:0/i-12:0/i-16:0/i-24:0)	
HMDB0075709			CL(i-14:0/i-12:0/i-16:0/a-25:0)[rac]	
HMDB0075710			CL(i-14:0/i-12:0/i-17:0/i-12:0)	
HMDB0075711			CL(i-14:0/i-12:0/a-17:0/i-12:0)[rac]	
HMDB0075712			CL(i-14:0/i-12:0/i-17:0/i-13:0)	
HMDB0075713			CL(i-14:0/i-12:0/a-17:0/i-13:0)[rac]	
HMDB0075714			CL(i-14:0/i-12:0/a-17:0/a-13:0)[rac]	
HMDB0075715			CL(i-14:0/i-12:0/i-17:0/a-13:0)[rac]	
HMDB0075716			CL(i-14:0/i-12:0/i-17:0/i-14:0)	
HMDB0075717			CL(i-14:0/i-12:0/a-17:0/i-14:0)[rac]	
HMDB0075718			CL(i-14:0/i-12:0/i-17:0/i-15:0)	
HMDB0075719			CL(i-14:0/i-12:0/a-17:0/i-15:0)[rac]	
HMDB0075720			CL(i-14:0/i-12:0/a-17:0/a-15:0)[rac]	
HMDB0075721			CL(i-14:0/i-12:0/i-17:0/a-15:0)[rac]	
HMDB0075722			CL(i-14:0/i-12:0/i-17:0/i-16:0)	
HMDB0075723			CL(i-14:0/i-12:0/a-17:0/i-16:0)[rac]	
HMDB0075724			CL(i-14:0/i-12:0/i-17:0/i-17:0)	
HMDB0075725			CL(i-14:0/i-12:0/a-17:0/i-17:0)[rac]	
HMDB0075726			CL(i-14:0/i-12:0/a-17:0/a-17:0)[rac]	
HMDB0075727			CL(i-14:0/i-12:0/i-17:0/a-17:0)[rac]	
HMDB0075728			CL(i-14:0/i-12:0/i-17:0/18:2(9Z,11Z))	
HMDB0075729			CL(i-14:0/i-12:0/i-17:0/i-18:0)	
HMDB0075730			CL(i-14:0/i-12:0/a-17:0/i-18:0)[rac]	
HMDB0075731			CL(i-14:0/i-12:0/a-17:0/18:2(9Z,11Z))[rac]	
HMDB0075732			CL(i-14:0/i-12:0/i-17:0/i-19:0)	
HMDB0075733			CL(i-14:0/i-12:0/a-17:0/i-19:0)[rac]	
HMDB0075734			CL(i-14:0/i-12:0/i-17:0/i-20:0)	
HMDB0075735			CL(i-14:0/i-12:0/a-17:0/i-20:0)[rac]	
HMDB0075736			CL(i-14:0/i-12:0/i-17:0/i-21:0)	
HMDB0075737			CL(i-14:0/i-12:0/a-17:0/i-21:0)[rac]	
HMDB0075738			CL(i-14:0/i-12:0/a-17:0/a-21:0)[rac]	
HMDB0075739			CL(i-14:0/i-12:0/i-17:0/a-21:0)[rac]	
HMDB0075740			CL(i-14:0/i-12:0/i-17:0/i-22:0)	
HMDB0075741			CL(i-14:0/i-12:0/a-17:0/i-22:0)[rac]	
HMDB0075742			CL(i-14:0/i-12:0/i-17:0/i-24:0)	
HMDB0075743			CL(i-14:0/i-12:0/a-17:0/i-24:0)[rac]	
HMDB0075744			CL(i-14:0/i-12:0/a-17:0/a-25:0)[rac]	
HMDB0075745			CL(i-14:0/i-12:0/i-17:0/a-25:0)[rac]	
HMDB0075746			CL(i-14:0/i-12:0/i-18:0/i-12:0)	
HMDB0075747			CL(i-14:0/i-12:0/18:2(9Z,11Z)/i-12:0)	
HMDB0075748			CL(i-14:0/i-12:0/i-18:0/i-13:0)	
HMDB0075749			CL(i-14:0/i-12:0/18:2(9Z,11Z)/i-13:0)	
HMDB0075750			CL(i-14:0/i-12:0/18:2(9Z,11Z)/a-13:0)[rac]	
HMDB0075751			CL(i-14:0/i-12:0/i-18:0/a-13:0)[rac]	
HMDB0075752			CL(i-14:0/i-12:0/i-18:0/i-14:0)	
HMDB0075753			CL(i-14:0/i-12:0/18:2(9Z,11Z)/i-14:0)	
HMDB0075754			CL(i-14:0/i-12:0/i-18:0/i-15:0)	
HMDB0075755			CL(i-14:0/i-12:0/18:2(9Z,11Z)/i-15:0)	
HMDB0075756			CL(i-14:0/i-12:0/18:2(9Z,11Z)/a-15:0)[rac]	
HMDB0075757			CL(i-14:0/i-12:0/i-18:0/a-15:0)[rac]	
HMDB0075758			CL(i-14:0/i-12:0/i-18:0/i-16:0)	
HMDB0075759			CL(i-14:0/i-12:0/18:2(9Z,11Z)/i-16:0)	
HMDB0075760			CL(i-14:0/i-12:0/i-18:0/i-17:0)	
HMDB0075761			CL(i-14:0/i-12:0/18:2(9Z,11Z)/i-17:0)	
HMDB0075762			CL(i-14:0/i-12:0/18:2(9Z,11Z)/a-17:0)[rac]	
HMDB0075763			CL(i-14:0/i-12:0/i-18:0/a-17:0)[rac]	
HMDB0075764			CL(i-14:0/i-12:0/i-18:0/18:2(9Z,11Z))	
HMDB0075765			CL(i-14:0/i-12:0/i-18:0/i-18:0)	
HMDB0075766			CL(i-14:0/i-12:0/18:2(9Z,11Z)/i-18:0)	
HMDB0075767			CL(i-14:0/i-12:0/18:2(9Z,11Z)/18:2(9Z,11Z))	
HMDB0075768			CL(i-14:0/i-12:0/i-18:0/i-19:0)	
HMDB0075769			CL(i-14:0/i-12:0/18:2(9Z,11Z)/i-19:0)	
HMDB0075770			CL(i-14:0/i-12:0/i-18:0/i-20:0)	
HMDB0075771			CL(i-14:0/i-12:0/18:2(9Z,11Z)/i-20:0)	
HMDB0075772			CL(i-14:0/i-12:0/i-18:0/i-21:0)	
HMDB0075773			CL(i-14:0/i-12:0/18:2(9Z,11Z)/i-21:0)	
HMDB0075774			CL(i-14:0/i-12:0/18:2(9Z,11Z)/a-21:0)[rac]	
HMDB0075775			CL(i-14:0/i-12:0/i-18:0/a-21:0)[rac]	
HMDB0075776			CL(i-14:0/i-12:0/i-18:0/i-22:0)	
HMDB0075777			CL(i-14:0/i-12:0/18:2(9Z,11Z)/i-22:0)	
HMDB0075778			CL(i-14:0/i-12:0/i-18:0/i-24:0)	
HMDB0075779			CL(i-14:0/i-12:0/18:2(9Z,11Z)/i-24:0)	
HMDB0075780			CL(i-14:0/i-12:0/18:2(9Z,11Z)/a-25:0)[rac]	
HMDB0075781			CL(i-14:0/i-12:0/i-18:0/a-25:0)[rac]	
HMDB0075782			CL(i-14:0/i-12:0/i-19:0/i-12:0)	
HMDB0075783			CL(i-14:0/i-12:0/i-19:0/i-13:0)	
HMDB0075784			CL(i-14:0/i-12:0/i-19:0/a-13:0)[rac]	
HMDB0075785			CL(i-14:0/i-12:0/i-19:0/i-14:0)	
HMDB0075786			CL(i-14:0/i-12:0/i-19:0/i-15:0)	
HMDB0075787			CL(i-14:0/i-12:0/i-19:0/a-15:0)[rac]	
HMDB0075788			CL(i-14:0/i-12:0/i-19:0/i-16:0)	
HMDB0075789			CL(i-14:0/i-12:0/i-19:0/i-17:0)	
HMDB0075790			CL(i-14:0/i-12:0/i-19:0/a-17:0)[rac]	
HMDB0075791			CL(i-14:0/i-12:0/i-19:0/18:2(9Z,11Z))	
HMDB0075792			CL(i-14:0/i-12:0/i-19:0/i-18:0)	
HMDB0075793			CL(i-14:0/i-12:0/i-19:0/i-19:0)	
HMDB0075794			CL(i-14:0/i-12:0/i-19:0/i-20:0)	
HMDB0075795			CL(i-14:0/i-12:0/i-19:0/i-21:0)	
HMDB0075796			CL(i-14:0/i-12:0/i-19:0/a-21:0)[rac]	
HMDB0075797			CL(i-14:0/i-12:0/i-19:0/i-22:0)	
HMDB0075798			CL(i-14:0/i-12:0/i-19:0/i-24:0)	
HMDB0075799			CL(i-14:0/i-12:0/i-19:0/a-25:0)[rac]	
HMDB0075800			CL(i-14:0/i-12:0/i-20:0/i-12:0)	
HMDB0075801			CL(i-14:0/i-12:0/i-20:0/i-13:0)	
HMDB0075802			CL(i-14:0/i-12:0/i-20:0/a-13:0)[rac]	
HMDB0075803			CL(i-14:0/i-12:0/i-20:0/i-14:0)	
HMDB0075804			CL(i-14:0/i-12:0/i-20:0/i-15:0)	
HMDB0075805			CL(i-14:0/i-12:0/i-20:0/a-15:0)[rac]	
HMDB0075806			CL(i-14:0/i-12:0/i-20:0/i-16:0)	
HMDB0075807			CL(i-14:0/i-12:0/i-20:0/i-17:0)	
HMDB0075808			CL(i-14:0/i-12:0/i-20:0/a-17:0)[rac]	
HMDB0075809			CL(i-14:0/i-12:0/i-20:0/18:2(9Z,11Z))	
HMDB0075810			CL(i-14:0/i-12:0/i-20:0/i-18:0)	
HMDB0075811			CL(i-14:0/i-12:0/i-20:0/i-19:0)	
HMDB0075812			CL(i-14:0/i-12:0/i-20:0/i-20:0)	
HMDB0075813			CL(i-14:0/i-12:0/i-20:0/i-21:0)	
HMDB0075814			CL(i-14:0/i-12:0/i-20:0/a-21:0)[rac]	
HMDB0075815			CL(i-14:0/i-12:0/i-20:0/i-22:0)	
HMDB0075816			CL(i-14:0/i-12:0/i-20:0/i-24:0)	
HMDB0075817			CL(i-14:0/i-12:0/i-20:0/a-25:0)[rac]	
HMDB0075818			CL(i-14:0/i-12:0/i-21:0/i-12:0)	
HMDB0075819			CL(i-14:0/i-12:0/a-21:0/i-12:0)[rac]	
HMDB0075820			CL(i-14:0/i-12:0/i-21:0/i-13:0)	
HMDB0075821			CL(i-14:0/i-12:0/a-21:0/i-13:0)[rac]	
HMDB0075822			CL(i-14:0/i-12:0/a-21:0/a-13:0)[rac]	
HMDB0075823			CL(i-14:0/i-12:0/i-21:0/a-13:0)[rac]	
HMDB0075824			CL(i-14:0/i-12:0/i-21:0/i-14:0)	
HMDB0075825			CL(i-14:0/i-12:0/a-21:0/i-14:0)[rac]	
HMDB0075826			CL(i-14:0/i-12:0/i-21:0/i-15:0)	
HMDB0075827			CL(i-14:0/i-12:0/a-21:0/i-15:0)[rac]	
HMDB0075828			CL(i-14:0/i-12:0/a-21:0/a-15:0)[rac]	
HMDB0075829			CL(i-14:0/i-12:0/i-21:0/a-15:0)[rac]	
HMDB0075830			CL(i-14:0/i-12:0/i-21:0/i-16:0)	
HMDB0075831			CL(i-14:0/i-12:0/a-21:0/i-16:0)[rac]	
HMDB0075832			CL(i-14:0/i-12:0/i-21:0/i-17:0)	
HMDB0075833			CL(i-14:0/i-12:0/a-21:0/i-17:0)[rac]	
HMDB0075834			CL(i-14:0/i-12:0/a-21:0/a-17:0)[rac]	
HMDB0075835			CL(i-14:0/i-12:0/i-21:0/a-17:0)[rac]	
HMDB0075836			CL(i-14:0/i-12:0/i-21:0/18:2(9Z,11Z))	
HMDB0075837			CL(i-14:0/i-12:0/i-21:0/i-18:0)	
HMDB0075838			CL(i-14:0/i-12:0/a-21:0/i-18:0)[rac]	
HMDB0075839			CL(i-14:0/i-12:0/a-21:0/18:2(9Z,11Z))[rac]	
HMDB0075840			CL(i-14:0/i-12:0/i-21:0/i-19:0)	
HMDB0075841			CL(i-14:0/i-12:0/a-21:0/i-19:0)[rac]	
HMDB0075842			CL(i-14:0/i-12:0/i-21:0/i-20:0)	
HMDB0075843			CL(i-14:0/i-12:0/a-21:0/i-20:0)[rac]	
HMDB0075844			CL(i-14:0/i-12:0/i-21:0/i-21:0)	
HMDB0075845			CL(i-14:0/i-12:0/a-21:0/i-21:0)[rac]	
HMDB0075846			CL(i-14:0/i-12:0/a-21:0/a-21:0)[rac]	
HMDB0075847			CL(i-14:0/i-12:0/i-21:0/a-21:0)[rac]	
HMDB0075848			CL(i-14:0/i-12:0/i-21:0/i-22:0)	
HMDB0075849			CL(i-14:0/i-12:0/a-21:0/i-22:0)[rac]	
HMDB0075850			CL(i-14:0/i-12:0/i-21:0/i-24:0)	
HMDB0075851			CL(i-14:0/i-12:0/a-21:0/i-24:0)[rac]	
HMDB0075852			CL(i-14:0/i-12:0/a-21:0/a-25:0)[rac]	
HMDB0075853			CL(i-14:0/i-12:0/i-21:0/a-25:0)[rac]	
HMDB0075854			CL(i-14:0/i-12:0/i-22:0/i-12:0)	
HMDB0075855			CL(i-14:0/i-12:0/i-22:0/i-13:0)	
HMDB0075856			CL(i-14:0/i-12:0/i-22:0/i-14:0)	
HMDB0075857			CL(i-14:0/i-12:0/i-22:0/i-15:0)	
HMDB0075858			CL(i-14:0/i-12:0/i-22:0/a-15:0)[rac]	
HMDB0075859			CL(i-14:0/i-12:0/i-22:0/i-16:0)	
HMDB0075860			CL(i-14:0/i-12:0/i-22:0/i-17:0)	
HMDB0075861			CL(i-14:0/i-12:0/i-22:0/a-17:0)[rac]	
HMDB0075862			CL(i-14:0/i-12:0/i-22:0/18:2(9Z,11Z))	
HMDB0075863			CL(i-14:0/i-12:0/i-22:0/i-18:0)	
HMDB0075864			CL(i-14:0/i-12:0/i-22:0/i-19:0)	
HMDB0075865			CL(i-14:0/i-12:0/i-22:0/i-20:0)	
HMDB0075866			CL(i-14:0/i-12:0/i-22:0/i-21:0)	
HMDB0075867			CL(i-14:0/i-12:0/i-22:0/a-21:0)[rac]	
HMDB0075868			CL(i-14:0/i-12:0/i-22:0/i-22:0)	
HMDB0075869			CL(i-14:0/i-12:0/i-22:0/i-24:0)	
HMDB0075870			CL(i-14:0/i-12:0/i-22:0/a-25:0)[rac]	
HMDB0075871			CL(i-14:0/i-12:0/i-24:0/i-12:0)	
HMDB0075872			CL(i-14:0/i-12:0/i-24:0/i-13:0)	
HMDB0075873			CL(i-14:0/i-12:0/i-24:0/a-13:0)[rac]	
HMDB0075874			CL(i-14:0/i-12:0/i-24:0/i-14:0)	
HMDB0075875			CL(i-14:0/i-12:0/i-24:0/i-15:0)	
HMDB0075876			CL(i-14:0/i-12:0/i-24:0/a-15:0)[rac]	
HMDB0075877			CL(i-14:0/i-12:0/i-24:0/i-16:0)	
HMDB0075878			CL(i-14:0/i-12:0/i-24:0/i-17:0)	
HMDB0075879			CL(i-14:0/i-12:0/i-24:0/a-17:0)[rac]	
HMDB0075880			CL(i-14:0/i-12:0/i-24:0/18:2(9Z,11Z))	
HMDB0075881			CL(i-14:0/i-12:0/i-24:0/i-18:0)	
HMDB0075882			CL(i-14:0/i-12:0/i-24:0/i-19:0)	
HMDB0075883			CL(i-14:0/i-12:0/i-24:0/i-20:0)	
HMDB0075884			CL(i-14:0/i-12:0/i-24:0/i-21:0)	
HMDB0075885			CL(i-14:0/i-12:0/i-24:0/a-21:0)[rac]	
HMDB0075886			CL(i-14:0/i-12:0/i-24:0/i-22:0)	
HMDB0075887			CL(i-14:0/i-12:0/i-24:0/i-24:0)	
HMDB0075888			CL(i-14:0/i-12:0/i-24:0/a-25:0)[rac]	
HMDB0075889			CL(i-14:0/i-12:0/a-25:0/i-12:0)[rac]	
HMDB0075890			CL(i-14:0/i-12:0/a-25:0/i-13:0)[rac]	
HMDB0075891			CL(i-14:0/i-12:0/a-25:0/a-13:0)[rac]	
HMDB0075892			CL(i-14:0/i-12:0/a-25:0/i-14:0)[rac]	
HMDB0075893			CL(i-14:0/i-12:0/a-25:0/i-15:0)[rac]	
HMDB0075894			CL(i-14:0/i-12:0/a-25:0/a-15:0)[rac]	
HMDB0075895			CL(i-14:0/i-12:0/a-25:0/i-16:0)[rac]	
HMDB0075896			CL(i-14:0/i-12:0/a-25:0/i-17:0)[rac]	
HMDB0075897			CL(i-14:0/i-12:0/a-25:0/a-17:0)[rac]	
HMDB0075898			CL(i-14:0/i-12:0/a-25:0/i-18:0)[rac]	
HMDB0075899			CL(i-14:0/i-12:0/a-25:0/18:2(9Z,11Z))[rac]	
HMDB0075900			CL(i-14:0/i-12:0/a-25:0/i-19:0)[rac]	
HMDB0075901			CL(a-13:0/18:2(9Z,11Z)/a-25:0/18:2(9Z,11Z))[rac]	
HMDB0075902			CL(i-13:0/i-18:0/a-25:0/i-18:0)[rac]	
HMDB0075903			CL(a-13:0/i-18:0/a-25:0/18:2(9Z,11Z))[rac]	
HMDB0075904			CL(i-13:0/i-18:0/a-25:0/18:2(9Z,11Z))[rac]	
HMDB0075905			CL(i-13:0/18:2(9Z,11Z)/a-25:0/i-19:0)[rac]	
HMDB0075906			CL(a-13:0/18:2(9Z,11Z)/a-25:0/i-19:0)[rac]	
HMDB0075907			CL(a-13:0/i-18:0/a-25:0/i-19:0)[rac]	
HMDB0075908			CL(i-13:0/i-18:0/a-25:0/i-19:0)[rac]	
HMDB0075909			CL(i-13:0/18:2(9Z,11Z)/a-25:0/i-20:0)[rac]	
HMDB0075910			CL(a-13:0/18:2(9Z,11Z)/a-25:0/i-20:0)[rac]	
HMDB0075911			CL(a-13:0/i-18:0/a-25:0/i-20:0)[rac]	
HMDB0075912			CL(i-13:0/i-18:0/a-25:0/i-20:0)[rac]	
HMDB0075913			CL(i-13:0/18:2(9Z,11Z)/a-25:0/i-21:0)[rac]	
